"{'tonce': '30.12.2020 21:52', 'sellsPercent': 0.3809918969052036, 'buysPercent': 0.6190081030947965, 'sellsPercentDeals': 0.12239089184060721, 'buysPercentDeals': 0.8776091081593927, 'pairSell': 757.0, 'pairBuy': 756.02, 'sellsAmountDeals': 258.0, 'buysAmountDeals': 1850.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.45142560103963614, 'buysPercent': 0.5485743989603639, 'sellsPercentDeals': 0.41809227579056507, 'buysPercentDeals': 0.5819077242094349, 'pairSell': 754.84, 'pairBuy': 754.73, 'sellsAmountDeals': 1613.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.4337531053651051, 'buysPercent': 0.5662468946348949, 'sellsPercentDeals': 0.417941405237231, 'buysPercentDeals': 0.582058594762769, 'pairSell': 754.97, 'pairBuy': 754.73, 'sellsAmountDeals': 1612.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.48261640001027245, 'buysPercent': 0.5173835999897275, 'sellsPercentDeals': 0.417941405237231, 'buysPercentDeals': 0.582058594762769, 'pairSell': 754.67, 'pairBuy': 754.66, 'sellsAmountDeals': 1612.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.4826429727022932, 'buysPercent': 0.5173570272977068, 'sellsPercentDeals': 0.417941405237231, 'buysPercentDeals': 0.582058594762769, 'pairSell': 754.67, 'pairBuy': 754.66, 'sellsAmountDeals': 1612.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.4826429727022932, 'buysPercent': 0.5173570272977068, 'sellsPercentDeals': 0.417941405237231, 'buysPercentDeals': 0.582058594762769, 'pairSell': 754.67, 'pairBuy': 754.66, 'sellsAmountDeals': 1612.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:53', 'sellsPercent': 0.4826429727022932, 'buysPercent': 0.5173570272977068, 'sellsPercentDeals': 0.417941405237231, 'buysPercentDeals': 0.582058594762769, 'pairSell': 754.67, 'pairBuy': 754.66, 'sellsAmountDeals': 1612.0, 'buysAmountDeals': 2245.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.46585399708509734, 'buysPercent': 0.5341460029149027, 'sellsPercentDeals': 0.8484848484848485, 'buysPercentDeals': 0.15151515151515152, 'pairSell': 754.05, 'pairBuy': 753.98, 'sellsAmountDeals': 2212.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.427591537519202, 'buysPercent': 0.572408462480798, 'sellsPercentDeals': 0.8484848484848485, 'buysPercentDeals': 0.15151515151515152, 'pairSell': 754.19, 'pairBuy': 754.18, 'sellsAmountDeals': 2212.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.427591537519202, 'buysPercent': 0.572408462480798, 'sellsPercentDeals': 0.8484848484848485, 'buysPercentDeals': 0.15151515151515152, 'pairSell': 754.33, 'pairBuy': 754.18, 'sellsAmountDeals': 2212.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.4414902962642873, 'buysPercent': 0.5585097037357127, 'sellsPercentDeals': 0.8486590038314177, 'buysPercentDeals': 0.15134099616858238, 'pairSell': 754.33, 'pairBuy': 754.15, 'sellsAmountDeals': 2215.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.4551654247975639, 'buysPercent': 0.5448345752024361, 'sellsPercentDeals': 0.8486590038314177, 'buysPercentDeals': 0.15134099616858238, 'pairSell': 754.16, 'pairBuy': 754.15, 'sellsAmountDeals': 2215.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.4441298933309388, 'buysPercent': 0.5558701066690612, 'sellsPercentDeals': 0.8977213878819265, 'buysPercentDeals': 0.10227861211807354, 'pairSell': 753.95, 'pairBuy': 753.62, 'sellsAmountDeals': 3467.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.45991964701358107, 'buysPercent': 0.5400803529864189, 'sellsPercentDeals': 0.8977213878819265, 'buysPercentDeals': 0.10227861211807354, 'pairSell': 753.47, 'pairBuy': 753.27, 'sellsAmountDeals': 3467.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.45421972135047073, 'buysPercent': 0.5457802786495293, 'sellsPercentDeals': 0.8977213878819265, 'buysPercentDeals': 0.10227861211807354, 'pairSell': 753.09, 'pairBuy': 753.08, 'sellsAmountDeals': 3467.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.44297856578908895, 'buysPercent': 0.5570214342109111, 'sellsPercentDeals': 0.8977213878819265, 'buysPercentDeals': 0.10227861211807354, 'pairSell': 753.09, 'pairBuy': 752.66, 'sellsAmountDeals': 3467.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.4940865527121826, 'buysPercent': 0.5059134472878174, 'sellsPercentDeals': 0.8976948976948977, 'buysPercentDeals': 0.1023051023051023, 'pairSell': 752.27, 'pairBuy': 751.64, 'sellsAmountDeals': 3466.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:54', 'sellsPercent': 0.46083028468495235, 'buysPercent': 0.5391697153150476, 'sellsPercentDeals': 0.9185399051350794, 'buysPercentDeals': 0.0814600948649206, 'pairSell': 750.47, 'pairBuy': 750.22, 'sellsAmountDeals': 4454.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.4838632244158135, 'buysPercent': 0.5161367755841866, 'sellsPercentDeals': 0.9403142943487458, 'buysPercentDeals': 0.05968570565125415, 'pairSell': 750.23, 'pairBuy': 750.0, 'sellsAmountDeals': 6223.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.4496196893889001, 'buysPercent': 0.5503803106110998, 'sellsPercentDeals': 0.940377358490566, 'buysPercentDeals': 0.059622641509433964, 'pairSell': 754.54, 'pairBuy': 751.07, 'sellsAmountDeals': 6230.0, 'buysAmountDeals': 395.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.440509790086435, 'buysPercent': 0.559490209913565, 'sellsPercentDeals': 0.8978445933707662, 'buysPercentDeals': 0.10215540662923384, 'pairSell': 751.83, 'pairBuy': 751.47, 'sellsAmountDeals': 4957.0, 'buysAmountDeals': 564.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.48689374691896403, 'buysPercent': 0.513106253081036, 'sellsPercentDeals': 0.861180679785331, 'buysPercentDeals': 0.13881932021466906, 'pairSell': 751.73, 'pairBuy': 751.13, 'sellsAmountDeals': 4814.0, 'buysAmountDeals': 776.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.48331830919673124, 'buysPercent': 0.5166816908032688, 'sellsPercentDeals': 0.861180679785331, 'buysPercentDeals': 0.13881932021466906, 'pairSell': 752.03, 'pairBuy': 752.02, 'sellsAmountDeals': 4814.0, 'buysAmountDeals': 776.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.47196790176647996, 'buysPercent': 0.52803209823352, 'sellsPercentDeals': 0.9251674641148325, 'buysPercentDeals': 0.07483253588516746, 'pairSell': 752.26, 'pairBuy': 752.09, 'sellsAmountDeals': 4834.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.5047682065684066, 'buysPercent': 0.4952317934315934, 'sellsPercentDeals': 0.9251674641148325, 'buysPercentDeals': 0.07483253588516746, 'pairSell': 752.36, 'pairBuy': 752.01, 'sellsAmountDeals': 4834.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.4830769080100677, 'buysPercent': 0.5169230919899324, 'sellsPercentDeals': 0.9252247083572385, 'buysPercentDeals': 0.07477529164276152, 'pairSell': 752.56, 'pairBuy': 752.29, 'sellsAmountDeals': 4838.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.48340691309816947, 'buysPercent': 0.5165930869018305, 'sellsPercentDeals': 0.9252247083572385, 'buysPercentDeals': 0.07477529164276152, 'pairSell': 753.07, 'pairBuy': 753.06, 'sellsAmountDeals': 4838.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.46885782911130086, 'buysPercent': 0.5311421708886991, 'sellsPercentDeals': 0.9252675840978594, 'buysPercentDeals': 0.07473241590214068, 'pairSell': 754.17, 'pairBuy': 753.93, 'sellsAmountDeals': 4841.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:55', 'sellsPercent': 0.4771228212815692, 'buysPercent': 0.5228771787184309, 'sellsPercentDeals': 0.9252675840978594, 'buysPercentDeals': 0.07473241590214068, 'pairSell': 754.43, 'pairBuy': 754.01, 'sellsAmountDeals': 4841.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4977545958272489, 'buysPercent': 0.5022454041727511, 'sellsPercentDeals': 0.9252390057361377, 'buysPercentDeals': 0.07476099426386233, 'pairSell': 753.39, 'pairBuy': 753.26, 'sellsAmountDeals': 4839.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4704042348411935, 'buysPercent': 0.5295957651588066, 'sellsPercentDeals': 0.9252390057361377, 'buysPercentDeals': 0.07476099426386233, 'pairSell': 753.2, 'pairBuy': 752.78, 'sellsAmountDeals': 4839.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4739089137124143, 'buysPercent': 0.5260910862875857, 'sellsPercentDeals': 0.9251960971876794, 'buysPercentDeals': 0.07480390281232065, 'pairSell': 753.48, 'pairBuy': 753.21, 'sellsAmountDeals': 4836.0, 'buysAmountDeals': 391.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.45360251987980327, 'buysPercent': 0.5463974801201967, 'sellsPercentDeals': 0.9227969348659004, 'buysPercentDeals': 0.07720306513409962, 'pairSell': 753.64, 'pairBuy': 753.19, 'sellsAmountDeals': 4817.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.42237234894058306, 'buysPercent': 0.5776276510594169, 'sellsPercentDeals': 0.9227969348659004, 'buysPercentDeals': 0.07720306513409962, 'pairSell': 754.46, 'pairBuy': 753.92, 'sellsAmountDeals': 4817.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4260303231905879, 'buysPercent': 0.5739696768094121, 'sellsPercentDeals': 0.9227969348659004, 'buysPercentDeals': 0.07720306513409962, 'pairSell': 754.39, 'pairBuy': 754.38, 'sellsAmountDeals': 4817.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4260303231905879, 'buysPercent': 0.5739696768094121, 'sellsPercentDeals': 0.9227969348659004, 'buysPercentDeals': 0.07720306513409962, 'pairSell': 754.38, 'pairBuy': 754.37, 'sellsAmountDeals': 4817.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4490855000095659, 'buysPercent': 0.5509144999904341, 'sellsPercentDeals': 0.9133705932932072, 'buysPercentDeals': 0.08662940670679278, 'pairSell': 754.67, 'pairBuy': 754.37, 'sellsAmountDeals': 4249.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4540017598653993, 'buysPercent': 0.5459982401346007, 'sellsPercentDeals': 0.9414839552780601, 'buysPercentDeals': 0.058516044721939886, 'pairSell': 754.67, 'pairBuy': 754.22, 'sellsAmountDeals': 6484.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4489158757859004, 'buysPercent': 0.5510841242140996, 'sellsPercentDeals': 0.9414839552780601, 'buysPercentDeals': 0.058516044721939886, 'pairSell': 754.29, 'pairBuy': 754.06, 'sellsAmountDeals': 6484.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4657182963062165, 'buysPercent': 0.5342817036937835, 'sellsPercentDeals': 0.9284064665127021, 'buysPercentDeals': 0.07159353348729793, 'pairSell': 753.98, 'pairBuy': 753.97, 'sellsAmountDeals': 5226.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:56', 'sellsPercent': 0.4239324009947322, 'buysPercent': 0.5760675990052678, 'sellsPercentDeals': 0.9284953867991483, 'buysPercentDeals': 0.07150461320085166, 'pairSell': 754.08, 'pairBuy': 754.07, 'sellsAmountDeals': 5233.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.4405675188901666, 'buysPercent': 0.5594324811098333, 'sellsPercentDeals': 0.9284953867991483, 'buysPercentDeals': 0.07150461320085166, 'pairSell': 754.53, 'pairBuy': 754.33, 'sellsAmountDeals': 5233.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.46689740859069934, 'buysPercent': 0.5331025914093007, 'sellsPercentDeals': 0.9285587661762099, 'buysPercentDeals': 0.07144123382379011, 'pairSell': 754.06, 'pairBuy': 754.02, 'sellsAmountDeals': 5238.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.4489903305382168, 'buysPercent': 0.5510096694617832, 'sellsPercentDeals': 0.9285587661762099, 'buysPercentDeals': 0.07144123382379011, 'pairSell': 754.06, 'pairBuy': 753.77, 'sellsAmountDeals': 5238.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.47692654679730606, 'buysPercent': 0.5230734532026939, 'sellsPercentDeals': 0.9134636031780116, 'buysPercentDeals': 0.08653639682198841, 'pairSell': 753.19, 'pairBuy': 752.95, 'sellsAmountDeals': 4254.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.46815525477306247, 'buysPercent': 0.5318447452269376, 'sellsPercentDeals': 0.9134636031780116, 'buysPercentDeals': 0.08653639682198841, 'pairSell': 753.5, 'pairBuy': 753.34, 'sellsAmountDeals': 4254.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.5118495417801896, 'buysPercent': 0.4881504582198104, 'sellsPercentDeals': 0.9134636031780116, 'buysPercentDeals': 0.08653639682198841, 'pairSell': 753.14, 'pairBuy': 752.99, 'sellsAmountDeals': 4254.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.44561478933791915, 'buysPercent': 0.5543852106620808, 'sellsPercentDeals': 0.9134264232008593, 'buysPercentDeals': 0.08657357679914071, 'pairSell': 752.86, 'pairBuy': 752.79, 'sellsAmountDeals': 4252.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.4371573355476776, 'buysPercent': 0.5628426644523224, 'sellsPercentDeals': 0.9134264232008593, 'buysPercentDeals': 0.08657357679914071, 'pairSell': 752.82, 'pairBuy': 752.57, 'sellsAmountDeals': 4252.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.46243506840394194, 'buysPercent': 0.5375649315960581, 'sellsPercentDeals': 0.9134264232008593, 'buysPercentDeals': 0.08657357679914071, 'pairSell': 753.07, 'pairBuy': 753.06, 'sellsAmountDeals': 4252.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.4870172317716147, 'buysPercent': 0.5129827682283853, 'sellsPercentDeals': 0.8605053651782624, 'buysPercentDeals': 0.13949463482173763, 'pairSell': 753.26, 'pairBuy': 753.09, 'sellsAmountDeals': 2486.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:57', 'sellsPercent': 0.4565835476611477, 'buysPercent': 0.5434164523388523, 'sellsPercentDeals': 0.8605053651782624, 'buysPercentDeals': 0.13949463482173763, 'pairSell': 753.23, 'pairBuy': 753.1, 'sellsAmountDeals': 2486.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.4807322078361682, 'buysPercent': 0.5192677921638318, 'sellsPercentDeals': 0.8602150537634409, 'buysPercentDeals': 0.13978494623655913, 'pairSell': 753.23, 'pairBuy': 752.95, 'sellsAmountDeals': 2480.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.474706484499039, 'buysPercent': 0.5252935155009609, 'sellsPercentDeals': 0.8602150537634409, 'buysPercentDeals': 0.13978494623655913, 'pairSell': 753.4, 'pairBuy': 753.05, 'sellsAmountDeals': 2480.0, 'buysAmountDeals': 403.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.474706484499039, 'buysPercent': 0.5252935155009609, 'sellsPercentDeals': 0.8813559322033898, 'buysPercentDeals': 0.11864406779661017, 'pairSell': 753.07, 'pairBuy': 752.99, 'sellsAmountDeals': 2496.0, 'buysAmountDeals': 336.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.48747170944663143, 'buysPercent': 0.5125282905533686, 'sellsPercentDeals': 0.8813559322033898, 'buysPercentDeals': 0.11864406779661017, 'pairSell': 753.07, 'pairBuy': 752.64, 'sellsAmountDeals': 2496.0, 'buysAmountDeals': 336.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.4951141198457195, 'buysPercent': 0.5048858801542805, 'sellsPercentDeals': 0.9182183278568821, 'buysPercentDeals': 0.08178167214311792, 'pairSell': 752.76, 'pairBuy': 752.47, 'sellsAmountDeals': 2515.0, 'buysAmountDeals': 224.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.4722401180431439, 'buysPercent': 0.5277598819568561, 'sellsPercentDeals': 0.9225994888645491, 'buysPercentDeals': 0.07740051113545089, 'pairSell': 752.71, 'pairBuy': 752.47, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 212.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.474706484499039, 'buysPercent': 0.5252935155009609, 'sellsPercentDeals': 0.9225994888645491, 'buysPercentDeals': 0.07740051113545089, 'pairSell': 752.85, 'pairBuy': 752.75, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 212.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.474706484499039, 'buysPercent': 0.5252935155009609, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 752.85, 'pairBuy': 752.73, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.474706484499039, 'buysPercent': 0.5252935155009609, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 752.62, 'pairBuy': 752.4, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.49379047329305925, 'buysPercent': 0.5062095267069407, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 752.43, 'pairBuy': 752.42, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:58', 'sellsPercent': 0.4884823323470637, 'buysPercent': 0.5115176676529364, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 753.13, 'pairBuy': 752.84, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.5013917341561259, 'buysPercent': 0.49860826584387413, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 753.13, 'pairBuy': 753.03, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.5371799721046784, 'buysPercent': 0.4628200278953216, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 752.67, 'pairBuy': 752.52, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.47599671123260695, 'buysPercent': 0.524003288767393, 'sellsPercentDeals': 0.9913691643781876, 'buysPercentDeals': 0.008630835621812475, 'pairSell': 752.67, 'pairBuy': 752.43, 'sellsAmountDeals': 2527.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.47850257695324633, 'buysPercent': 0.5214974230467536, 'sellsPercentDeals': 0.9913419913419913, 'buysPercentDeals': 0.008658008658008658, 'pairSell': 752.85, 'pairBuy': 752.4, 'sellsAmountDeals': 2519.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.4833186167438642, 'buysPercent': 0.5166813832561358, 'sellsPercentDeals': 0.9913419913419913, 'buysPercentDeals': 0.008658008658008658, 'pairSell': 752.8, 'pairBuy': 752.79, 'sellsAmountDeals': 2519.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.4988806698952788, 'buysPercent': 0.5011193301047212, 'sellsPercentDeals': 0.9913419913419913, 'buysPercentDeals': 0.008658008658008658, 'pairSell': 753.07, 'pairBuy': 753.06, 'sellsAmountDeals': 2519.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.4988806698952788, 'buysPercent': 0.5011193301047212, 'sellsPercentDeals': 0.9913419913419913, 'buysPercentDeals': 0.008658008658008658, 'pairSell': 753.07, 'pairBuy': 752.84, 'sellsAmountDeals': 2519.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.5045322586912235, 'buysPercent': 0.4954677413087764, 'sellsPercentDeals': 0.9913249211356467, 'buysPercentDeals': 0.008675078864353312, 'pairSell': 752.48, 'pairBuy': 752.27, 'sellsAmountDeals': 2514.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.4720882517519785, 'buysPercent': 0.5279117482480216, 'sellsPercentDeals': 0.9913249211356467, 'buysPercentDeals': 0.008675078864353312, 'pairSell': 752.59, 'pairBuy': 752.29, 'sellsAmountDeals': 2514.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.5062991829106049, 'buysPercent': 0.49370081708939506, 'sellsPercentDeals': 0.9913249211356467, 'buysPercentDeals': 0.008675078864353312, 'pairSell': 752.33, 'pairBuy': 752.12, 'sellsAmountDeals': 2514.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.5196346198803734, 'buysPercent': 0.48036538011962665, 'sellsPercentDeals': 0.9913180741910024, 'buysPercentDeals': 0.008681925808997633, 'pairSell': 752.42, 'pairBuy': 752.28, 'sellsAmountDeals': 2512.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 21:59', 'sellsPercent': 0.47850257695324633, 'buysPercent': 0.5214974230467536, 'sellsPercentDeals': 0.9913180741910024, 'buysPercentDeals': 0.008681925808997633, 'pairSell': 754.5, 'pairBuy': 752.43, 'sellsAmountDeals': 2512.0, 'buysAmountDeals': 22.0}"
"{'tonce': '30.12.2020 22:0', 'sellsPercent': 0.4779515386071556, 'buysPercent': 0.5220484613928443, 'sellsPercentDeals': 0.9960629921259843, 'buysPercentDeals': 0.003937007874015748, 'pairSell': 753.07, 'pairBuy': 752.97, 'sellsAmountDeals': 2530.0, 'buysAmountDeals': 10.0}"
